,market_datetimes
2682,2024-07-16 15:30:00
2683,2024-07-17 09:30:00
2684,2024-07-17 10:30:00
2685,2024-07-17 11:30:00
2686,2024-07-17 12:30:00
2687,2024-07-17 13:30:00
2688,2024-07-17 14:30:00
2689,2024-07-17 15:30:00
2690,2024-07-18 09:30:00
2691,2024-07-18 10:30:00
2692,2024-07-18 11:30:00
2693,2024-07-18 12:30:00
2694,2024-07-18 13:30:00
2695,2024-07-18 14:30:00
2696,2024-07-18 15:30:00
2697,2024-07-19 09:30:00
2698,2024-07-19 10:30:00
2699,2024-07-19 11:30:00
2700,2024-07-19 12:30:00
2701,2024-07-19 13:30:00
2702,2024-07-19 14:30:00
2703,2024-07-19 15:30:00
2704,2024-07-22 09:30:00
2705,2024-07-22 10:30:00
2706,2024-07-22 11:30:00
2707,2024-07-22 12:30:00
2708,2024-07-22 13:30:00
2709,2024-07-22 14:30:00
2710,2024-07-22 15:30:00
2711,2024-07-23 09:30:00
2712,2024-07-23 10:30:00
2713,2024-07-23 11:30:00
2714,2024-07-23 12:30:00
2715,2024-07-23 13:30:00
2716,2024-07-23 14:30:00
2717,2024-07-23 15:30:00
2718,2024-07-24 09:30:00
2719,2024-07-24 10:30:00
2720,2024-07-24 11:30:00
2721,2024-07-24 12:30:00
2722,2024-07-24 13:30:00
2723,2024-07-24 14:30:00
2724,2024-07-24 15:30:00
2725,2024-07-25 09:30:00
2726,2024-07-25 10:30:00
2727,2024-07-25 11:30:00
2728,2024-07-25 12:30:00
2729,2024-07-25 13:30:00
2730,2024-07-25 14:30:00
2731,2024-07-25 15:30:00
2732,2024-07-26 09:30:00
2733,2024-07-26 10:30:00
2734,2024-07-26 11:30:00
2735,2024-07-26 12:30:00
2736,2024-07-26 13:30:00
2737,2024-07-26 14:30:00
2738,2024-07-26 15:30:00
2739,2024-07-29 09:30:00
2740,2024-07-29 10:30:00
2741,2024-07-29 11:30:00
2742,2024-07-29 12:30:00
2743,2024-07-29 13:30:00
2744,2024-07-29 14:30:00
2745,2024-07-29 15:30:00
2746,2024-07-30 09:30:00
2747,2024-07-30 10:30:00
2748,2024-07-30 11:30:00
2749,2024-07-30 12:30:00
2750,2024-07-30 13:30:00
2751,2024-07-30 14:30:00
2752,2024-07-30 15:30:00
2753,2024-07-31 09:30:00
2754,2024-07-31 10:30:00
2755,2024-07-31 11:30:00
2756,2024-07-31 12:30:00
2757,2024-07-31 13:30:00
2758,2024-07-31 14:30:00
2759,2024-07-31 15:30:00
2760,2024-08-01 09:30:00
2761,2024-08-01 10:30:00
2762,2024-08-01 11:30:00
2763,2024-08-01 12:30:00
2764,2024-08-01 13:30:00
2765,2024-08-01 14:30:00
2766,2024-08-01 15:30:00
2767,2024-08-02 09:30:00
2768,2024-08-02 10:30:00
2769,2024-08-02 11:30:00
2770,2024-08-02 12:30:00
2771,2024-08-02 13:30:00
2772,2024-08-02 14:30:00
2773,2024-08-02 15:30:00
2774,2024-08-05 09:30:00
2775,2024-08-05 10:30:00
2776,2024-08-05 11:30:00
2777,2024-08-05 12:30:00
2778,2024-08-05 13:30:00
2779,2024-08-05 14:30:00
2780,2024-08-05 15:30:00
2781,2024-08-06 09:30:00
2782,2024-08-06 10:30:00
2783,2024-08-06 11:30:00
2784,2024-08-06 12:30:00
2785,2024-08-06 13:30:00
2786,2024-08-06 14:30:00
2787,2024-08-06 15:30:00
2788,2024-08-07 09:30:00
2789,2024-08-07 10:30:00
2790,2024-08-07 11:30:00
2791,2024-08-07 12:30:00
2792,2024-08-07 13:30:00
2793,2024-08-07 14:30:00
2794,2024-08-07 15:30:00
2795,2024-08-08 09:30:00
2796,2024-08-08 10:30:00
2797,2024-08-08 11:30:00
2798,2024-08-08 12:30:00
2799,2024-08-08 13:30:00
2800,2024-08-08 14:30:00
2801,2024-08-08 15:30:00
2802,2024-08-09 09:30:00
2803,2024-08-09 10:30:00
2804,2024-08-09 11:30:00
2805,2024-08-09 12:30:00
2806,2024-08-09 13:30:00
2807,2024-08-09 14:30:00
2808,2024-08-09 15:30:00
2809,2024-08-12 09:30:00
2810,2024-08-12 10:30:00
2811,2024-08-12 11:30:00
2812,2024-08-12 12:30:00
2813,2024-08-12 13:30:00
2814,2024-08-12 14:30:00
2815,2024-08-12 15:30:00
2816,2024-08-13 09:30:00
2817,2024-08-13 10:30:00
2818,2024-08-13 11:30:00
2819,2024-08-13 12:30:00
2820,2024-08-13 13:30:00
2821,2024-08-13 14:30:00
2822,2024-08-13 15:30:00
2823,2024-08-14 09:30:00
2824,2024-08-14 10:30:00
2825,2024-08-14 11:30:00
2826,2024-08-14 12:30:00
2827,2024-08-14 13:30:00
2828,2024-08-14 14:30:00
2829,2024-08-14 15:30:00
2830,2024-08-15 09:30:00
2831,2024-08-15 10:30:00
2832,2024-08-15 11:30:00
2833,2024-08-15 12:30:00
2834,2024-08-15 13:30:00
2835,2024-08-15 14:30:00
2836,2024-08-15 15:30:00
2837,2024-08-16 09:30:00
2838,2024-08-16 10:30:00
2839,2024-08-16 11:30:00
2840,2024-08-16 12:30:00
2841,2024-08-16 13:30:00
2842,2024-08-16 14:30:00
2843,2024-08-16 15:30:00
2844,2024-08-19 09:30:00
2845,2024-08-19 10:30:00
2846,2024-08-19 11:30:00
2847,2024-08-19 12:30:00
2848,2024-08-19 13:30:00
2849,2024-08-19 14:30:00
2850,2024-08-19 15:30:00
2851,2024-08-20 09:30:00
2852,2024-08-20 10:30:00
2853,2024-08-20 11:30:00
2854,2024-08-20 12:30:00
2855,2024-08-20 13:30:00
2856,2024-08-20 14:30:00
2857,2024-08-20 15:30:00
2858,2024-08-21 09:30:00
2859,2024-08-21 10:30:00
2860,2024-08-21 11:30:00
2861,2024-08-21 12:30:00
2862,2024-08-21 13:30:00
2863,2024-08-21 14:30:00
2864,2024-08-21 15:30:00
2865,2024-08-22 09:30:00
2866,2024-08-22 10:30:00
2867,2024-08-22 11:30:00
2868,2024-08-22 12:30:00
2869,2024-08-22 13:30:00
2870,2024-08-22 14:30:00
2871,2024-08-22 15:30:00
2872,2024-08-23 09:30:00
2873,2024-08-23 10:30:00
2874,2024-08-23 11:30:00
2875,2024-08-23 12:30:00
2876,2024-08-23 13:30:00
2877,2024-08-23 14:30:00
2878,2024-08-23 15:30:00
2879,2024-08-26 09:30:00
2880,2024-08-26 10:30:00
2881,2024-08-26 11:30:00
2882,2024-08-26 12:30:00
2883,2024-08-26 13:30:00
2884,2024-08-26 14:30:00
2885,2024-08-26 15:30:00
2886,2024-08-27 09:30:00
2887,2024-08-27 10:30:00
2888,2024-08-27 11:30:00
2889,2024-08-27 12:30:00
2890,2024-08-27 13:30:00
2891,2024-08-27 14:30:00
2892,2024-08-27 15:30:00
2893,2024-08-28 09:30:00
2894,2024-08-28 10:30:00
2895,2024-08-28 11:30:00
2896,2024-08-28 12:30:00
2897,2024-08-28 13:30:00
2898,2024-08-28 14:30:00
2899,2024-08-28 15:30:00
2900,2024-08-29 09:30:00
2901,2024-08-29 10:30:00
2902,2024-08-29 11:30:00
2903,2024-08-29 12:30:00
2904,2024-08-29 13:30:00
2905,2024-08-29 14:30:00
2906,2024-08-29 15:30:00
2907,2024-08-30 09:30:00
2908,2024-08-30 10:30:00
2909,2024-08-30 11:30:00
2910,2024-08-30 12:30:00
2911,2024-08-30 13:30:00
2912,2024-08-30 14:30:00
2913,2024-08-30 15:30:00
2914,2024-09-03 09:30:00
2915,2024-09-03 10:30:00
2916,2024-09-03 11:30:00
2917,2024-09-03 12:30:00
2918,2024-09-03 13:30:00
2919,2024-09-03 14:30:00
2920,2024-09-03 15:30:00
2921,2024-09-04 09:30:00
2922,2024-09-04 10:30:00
2923,2024-09-04 11:30:00
2924,2024-09-04 12:30:00
2925,2024-09-04 13:30:00
2926,2024-09-04 14:30:00
2927,2024-09-04 15:30:00
2928,2024-09-05 09:30:00
2929,2024-09-05 10:30:00
2930,2024-09-05 11:30:00
2931,2024-09-05 12:30:00
2932,2024-09-05 13:30:00
2933,2024-09-05 14:30:00
2934,2024-09-05 15:30:00
2935,2024-09-06 09:30:00
2936,2024-09-06 10:30:00
2937,2024-09-06 11:30:00
2938,2024-09-06 12:30:00
2939,2024-09-06 13:30:00
2940,2024-09-06 14:30:00
2941,2024-09-06 15:30:00
2942,2024-09-09 09:30:00
2943,2024-09-09 10:30:00
2944,2024-09-09 11:30:00
2945,2024-09-09 12:30:00
2946,2024-09-09 13:30:00
2947,2024-09-09 14:30:00
2948,2024-09-09 15:30:00
2949,2024-09-10 09:30:00
2950,2024-09-10 10:30:00
2951,2024-09-10 11:30:00
2952,2024-09-10 12:30:00
2953,2024-09-10 13:30:00
2954,2024-09-10 14:30:00
2955,2024-09-10 15:30:00
2956,2024-09-11 09:30:00
2957,2024-09-11 10:30:00
2958,2024-09-11 11:30:00
2959,2024-09-11 12:30:00
2960,2024-09-11 13:30:00
2961,2024-09-11 14:30:00
2962,2024-09-11 15:30:00
2963,2024-09-12 09:30:00
2964,2024-09-12 10:30:00
2965,2024-09-12 11:30:00
2966,2024-09-12 12:30:00
2967,2024-09-12 13:30:00
2968,2024-09-12 14:30:00
2969,2024-09-12 15:30:00
2970,2024-09-13 09:30:00
2971,2024-09-13 10:30:00
2972,2024-09-13 11:30:00
2973,2024-09-13 12:30:00
2974,2024-09-13 13:30:00
2975,2024-09-13 14:30:00
2976,2024-09-13 15:30:00
2977,2024-09-16 09:30:00
2978,2024-09-16 10:30:00
2979,2024-09-16 11:30:00
2980,2024-09-16 12:30:00
2981,2024-09-16 13:30:00
2982,2024-09-16 14:30:00
2983,2024-09-16 15:30:00
2984,2024-09-17 09:30:00
2985,2024-09-17 10:30:00
2986,2024-09-17 11:30:00
2987,2024-09-17 12:30:00
2988,2024-09-17 13:30:00
2989,2024-09-17 14:30:00
2990,2024-09-17 15:30:00
2991,2024-09-18 09:30:00
2992,2024-09-18 10:30:00
2993,2024-09-18 11:30:00
2994,2024-09-18 12:30:00
2995,2024-09-18 13:30:00
2996,2024-09-18 14:30:00
2997,2024-09-18 15:30:00
2998,2024-09-19 09:30:00
2999,2024-09-19 10:30:00
3000,2024-09-19 11:30:00
3001,2024-09-19 12:30:00
3002,2024-09-19 13:30:00
3003,2024-09-19 14:30:00
3004,2024-09-19 15:30:00
3005,2024-09-20 09:30:00
3006,2024-09-20 10:30:00
3007,2024-09-20 11:30:00
3008,2024-09-20 12:30:00
3009,2024-09-20 13:30:00
3010,2024-09-20 14:30:00
3011,2024-09-20 15:30:00
3012,2024-09-23 09:30:00
3013,2024-09-23 10:30:00
3014,2024-09-23 11:30:00
3015,2024-09-23 12:30:00
3016,2024-09-23 13:30:00
3017,2024-09-23 14:30:00
3018,2024-09-23 15:30:00
3019,2024-09-24 09:30:00
3020,2024-09-24 10:30:00
3021,2024-09-24 11:30:00
3022,2024-09-24 12:30:00
3023,2024-09-24 13:30:00
3024,2024-09-24 14:30:00
3025,2024-09-24 15:30:00
3026,2024-09-25 09:30:00
3027,2024-09-25 10:30:00
3028,2024-09-25 11:30:00
3029,2024-09-25 12:30:00
3030,2024-09-25 13:30:00
3031,2024-09-25 14:30:00
3032,2024-09-25 15:30:00
3033,2024-09-26 09:30:00
3034,2024-09-26 10:30:00
3035,2024-09-26 11:30:00
3036,2024-09-26 12:30:00
3037,2024-09-26 13:30:00
3038,2024-09-26 14:30:00
3039,2024-09-26 15:30:00
3040,2024-09-27 09:30:00
3041,2024-09-27 10:30:00
3042,2024-09-27 11:30:00
3043,2024-09-27 12:30:00
3044,2024-09-27 13:30:00
3045,2024-09-27 14:30:00
3046,2024-09-27 15:30:00
3047,2024-09-30 09:30:00
3048,2024-09-30 10:30:00
3049,2024-09-30 11:30:00
3050,2024-09-30 12:30:00
3051,2024-09-30 13:30:00
3052,2024-09-30 14:30:00
3053,2024-09-30 15:30:00
3054,2024-10-01 09:30:00
3055,2024-10-01 10:30:00
3056,2024-10-01 11:30:00
3057,2024-10-01 12:30:00
3058,2024-10-01 13:30:00
3059,2024-10-01 14:30:00
3060,2024-10-01 15:30:00
3061,2024-10-02 09:30:00
3062,2024-10-02 10:30:00
3063,2024-10-02 11:30:00
3064,2024-10-02 12:30:00
3065,2024-10-02 13:30:00
3066,2024-10-02 14:30:00
3067,2024-10-02 15:30:00
3068,2024-10-03 09:30:00
3069,2024-10-03 10:30:00
3070,2024-10-03 11:30:00
3071,2024-10-03 12:30:00
3072,2024-10-03 13:30:00
3073,2024-10-03 14:30:00
3074,2024-10-03 15:30:00
3075,2024-10-04 09:30:00
3076,2024-10-04 10:30:00
3077,2024-10-04 11:30:00
3078,2024-10-04 12:30:00
3079,2024-10-04 13:30:00
3080,2024-10-04 14:30:00
3081,2024-10-04 15:30:00
3082,2024-10-07 09:30:00
3083,2024-10-07 10:30:00
3084,2024-10-07 11:30:00
3085,2024-10-07 12:30:00
3086,2024-10-07 13:30:00
3087,2024-10-07 14:30:00
3088,2024-10-07 15:30:00
3089,2024-10-08 09:30:00
3090,2024-10-08 10:30:00
3091,2024-10-08 11:30:00
3092,2024-10-08 12:30:00
3093,2024-10-08 13:30:00
3094,2024-10-08 14:30:00
3095,2024-10-08 15:30:00
3096,2024-10-09 09:30:00
3097,2024-10-09 10:30:00
3098,2024-10-09 11:30:00
3099,2024-10-09 12:30:00
3100,2024-10-09 13:30:00
3101,2024-10-09 14:30:00
3102,2024-10-09 15:30:00
3103,2024-10-10 09:30:00
3104,2024-10-10 10:30:00
3105,2024-10-10 11:30:00
3106,2024-10-10 12:30:00
3107,2024-10-10 13:30:00
3108,2024-10-10 14:30:00
3109,2024-10-10 15:30:00
3110,2024-10-11 09:30:00
3111,2024-10-11 10:30:00
3112,2024-10-11 11:30:00
3113,2024-10-11 12:30:00
3114,2024-10-11 13:30:00
3115,2024-10-11 14:30:00
3116,2024-10-11 15:30:00
3117,2024-10-14 09:30:00
3118,2024-10-14 10:30:00
3119,2024-10-14 11:30:00
3120,2024-10-14 12:30:00
3121,2024-10-14 13:30:00
3122,2024-10-14 14:30:00
3123,2024-10-14 15:30:00
3124,2024-10-15 09:30:00
3125,2024-10-15 10:30:00
3126,2024-10-15 11:30:00
3127,2024-10-15 12:30:00
3128,2024-10-15 13:30:00
3129,2024-10-15 14:30:00
3130,2024-10-15 15:30:00
3131,2024-10-16 09:30:00
3132,2024-10-16 10:30:00
3133,2024-10-16 11:30:00
3134,2024-10-16 12:30:00
3135,2024-10-16 13:30:00
3136,2024-10-16 14:30:00
3137,2024-10-16 15:30:00
3138,2024-10-17 09:30:00
3139,2024-10-17 10:30:00
3140,2024-10-17 11:30:00
3141,2024-10-17 12:30:00
3142,2024-10-17 13:30:00
3143,2024-10-17 14:30:00
3144,2024-10-17 15:30:00
3145,2024-10-18 09:30:00
3146,2024-10-18 10:30:00
3147,2024-10-18 11:30:00
3148,2024-10-18 12:30:00
3149,2024-10-18 13:30:00
3150,2024-10-18 14:30:00
3151,2024-10-18 15:30:00
3152,2024-10-21 09:30:00
3153,2024-10-21 10:30:00
3154,2024-10-21 11:30:00
3155,2024-10-21 12:30:00
3156,2024-10-21 13:30:00
3157,2024-10-21 14:30:00
3158,2024-10-21 15:30:00
3159,2024-10-22 09:30:00
3160,2024-10-22 10:30:00
3161,2024-10-22 11:30:00
3162,2024-10-22 12:30:00
3163,2024-10-22 13:30:00
3164,2024-10-22 14:30:00
3165,2024-10-22 15:30:00
3166,2024-10-23 09:30:00
3167,2024-10-23 10:30:00
3168,2024-10-23 11:30:00
3169,2024-10-23 12:30:00
3170,2024-10-23 13:30:00
3171,2024-10-23 14:30:00
3172,2024-10-23 15:30:00
3173,2024-10-24 09:30:00
3174,2024-10-24 10:30:00
3175,2024-10-24 11:30:00
3176,2024-10-24 12:30:00
3177,2024-10-24 13:30:00
3178,2024-10-24 14:30:00
3179,2024-10-24 15:30:00
3180,2024-10-25 09:30:00
3181,2024-10-25 10:30:00
3182,2024-10-25 11:30:00
3183,2024-10-25 12:30:00
3184,2024-10-25 13:30:00
3185,2024-10-25 14:30:00
3186,2024-10-25 15:30:00
3187,2024-10-28 09:30:00
3188,2024-10-28 10:30:00
3189,2024-10-28 11:30:00
3190,2024-10-28 12:30:00
3191,2024-10-28 13:30:00
3192,2024-10-28 14:30:00
3193,2024-10-28 15:30:00
3194,2024-10-29 09:30:00
3195,2024-10-29 10:30:00
3196,2024-10-29 11:30:00
3197,2024-10-29 12:30:00
3198,2024-10-29 13:30:00
3199,2024-10-29 14:30:00
3200,2024-10-29 15:30:00
3201,2024-10-30 09:30:00
3202,2024-10-30 10:30:00
3203,2024-10-30 11:30:00
3204,2024-10-30 12:30:00
3205,2024-10-30 13:30:00
3206,2024-10-30 14:30:00
3207,2024-10-30 15:30:00
3208,2024-10-31 09:30:00
3209,2024-10-31 10:30:00
3210,2024-10-31 11:30:00
3211,2024-10-31 12:30:00
3212,2024-10-31 13:30:00
3213,2024-10-31 14:30:00
3214,2024-10-31 15:30:00
3215,2024-11-01 09:30:00
3216,2024-11-01 10:30:00
3217,2024-11-01 11:30:00
3218,2024-11-01 12:30:00
3219,2024-11-01 13:30:00
3220,2024-11-01 14:30:00
3221,2024-11-01 15:30:00
3222,2024-11-04 09:30:00
3223,2024-11-04 10:30:00
3224,2024-11-04 11:30:00
3225,2024-11-04 12:30:00
3226,2024-11-04 13:30:00
3227,2024-11-04 14:30:00
3228,2024-11-04 15:30:00
3229,2024-11-05 09:30:00
3230,2024-11-05 10:30:00
3231,2024-11-05 11:30:00
3232,2024-11-05 12:30:00
3233,2024-11-05 13:30:00
3234,2024-11-05 14:30:00
3235,2024-11-05 15:30:00
3236,2024-11-06 09:30:00
3237,2024-11-06 10:30:00
3238,2024-11-06 11:30:00
3239,2024-11-06 12:30:00
3240,2024-11-06 13:30:00
3241,2024-11-06 14:30:00
3242,2024-11-06 15:30:00
3243,2024-11-07 09:30:00
3244,2024-11-07 10:30:00
3245,2024-11-07 11:30:00
3246,2024-11-07 12:30:00
3247,2024-11-07 13:30:00
3248,2024-11-07 14:30:00
3249,2024-11-07 15:30:00
3250,2024-11-08 09:30:00
3251,2024-11-08 10:30:00
3252,2024-11-08 11:30:00
3253,2024-11-08 12:30:00
3254,2024-11-08 13:30:00
3255,2024-11-08 14:30:00
3256,2024-11-08 15:30:00
3257,2024-11-11 09:30:00
3258,2024-11-11 10:30:00
3259,2024-11-11 11:30:00
3260,2024-11-11 12:30:00
3261,2024-11-11 13:30:00
3262,2024-11-11 14:30:00
3263,2024-11-11 15:30:00
3264,2024-11-12 09:30:00
3265,2024-11-12 10:30:00
3266,2024-11-12 11:30:00
3267,2024-11-12 12:30:00
3268,2024-11-12 13:30:00
3269,2024-11-12 14:30:00
3270,2024-11-12 15:30:00
3271,2024-11-13 09:30:00
3272,2024-11-13 10:30:00
3273,2024-11-13 11:30:00
3274,2024-11-13 12:30:00
3275,2024-11-13 13:30:00
3276,2024-11-13 14:30:00
3277,2024-11-13 15:30:00
3278,2024-11-14 09:30:00
3279,2024-11-14 10:30:00
3280,2024-11-14 11:30:00
3281,2024-11-14 12:30:00
3282,2024-11-14 13:30:00
3283,2024-11-14 14:30:00
3284,2024-11-14 15:30:00
3285,2024-11-15 09:30:00
3286,2024-11-15 10:30:00
3287,2024-11-15 11:30:00
3288,2024-11-15 12:30:00
3289,2024-11-15 13:30:00
3290,2024-11-15 14:30:00
3291,2024-11-15 15:30:00
3292,2024-11-18 09:30:00
3293,2024-11-18 10:30:00
3294,2024-11-18 11:30:00
3295,2024-11-18 12:30:00
3296,2024-11-18 13:30:00
3297,2024-11-18 14:30:00
3298,2024-11-18 15:30:00
3299,2024-11-19 09:30:00
3300,2024-11-19 10:30:00
3301,2024-11-19 11:30:00
3302,2024-11-19 12:30:00
3303,2024-11-19 13:30:00
3304,2024-11-19 14:30:00
3305,2024-11-19 15:30:00
3306,2024-11-20 09:30:00
3307,2024-11-20 10:30:00
3308,2024-11-20 11:30:00
3309,2024-11-20 12:30:00
3310,2024-11-20 13:30:00
3311,2024-11-20 14:30:00
3312,2024-11-20 15:30:00
3313,2024-11-21 09:30:00
3314,2024-11-21 10:30:00
3315,2024-11-21 11:30:00
3316,2024-11-21 12:30:00
3317,2024-11-21 13:30:00
3318,2024-11-21 14:30:00
3319,2024-11-21 15:30:00
3320,2024-11-22 09:30:00
3321,2024-11-22 10:30:00
3322,2024-11-22 11:30:00
3323,2024-11-22 12:30:00
3324,2024-11-22 13:30:00
3325,2024-11-22 14:30:00
3326,2024-11-22 15:30:00
3327,2024-11-25 09:30:00
3328,2024-11-25 10:30:00
3329,2024-11-25 11:30:00
3330,2024-11-25 12:30:00
3331,2024-11-25 13:30:00
3332,2024-11-25 14:30:00
3333,2024-11-25 15:30:00
3334,2024-11-26 09:30:00
3335,2024-11-26 10:30:00
3336,2024-11-26 11:30:00
3337,2024-11-26 12:30:00
3338,2024-11-26 13:30:00
3339,2024-11-26 14:30:00
3340,2024-11-26 15:30:00
3341,2024-11-27 09:30:00
3342,2024-11-27 10:30:00
3343,2024-11-27 11:30:00
3344,2024-11-27 12:30:00
3345,2024-11-27 13:30:00
3346,2024-11-27 14:30:00
3347,2024-11-27 15:30:00
3348,2024-11-29 09:30:00
3349,2024-11-29 10:30:00
3350,2024-11-29 11:30:00
3351,2024-12-02 09:30:00
3352,2024-12-02 10:30:00
3353,2024-12-02 11:30:00
3354,2024-12-02 12:30:00
3355,2024-12-02 13:30:00
3356,2024-12-02 14:30:00
3357,2024-12-02 15:30:00
3358,2024-12-03 09:30:00
3359,2024-12-03 10:30:00
3360,2024-12-03 11:30:00
3361,2024-12-03 12:30:00
3362,2024-12-03 13:30:00
3363,2024-12-03 14:30:00
3364,2024-12-03 15:30:00
3365,2024-12-04 09:30:00
3366,2024-12-04 10:30:00
3367,2024-12-04 11:30:00
3368,2024-12-04 12:30:00
3369,2024-12-04 13:30:00
3370,2024-12-04 14:30:00
3371,2024-12-04 15:30:00
3372,2024-12-05 09:30:00
3373,2024-12-05 10:30:00
3374,2024-12-05 11:30:00
3375,2024-12-05 12:30:00
3376,2024-12-05 13:30:00
3377,2024-12-05 14:30:00
3378,2024-12-05 15:30:00
3379,2024-12-06 09:30:00
3380,2024-12-06 10:30:00
3381,2024-12-06 11:30:00
3382,2024-12-06 12:30:00
3383,2024-12-06 13:30:00
3384,2024-12-06 14:30:00
3385,2024-12-06 15:30:00
3386,2024-12-09 09:30:00
3387,2024-12-09 10:30:00
3388,2024-12-09 11:30:00
3389,2024-12-09 12:30:00
3390,2024-12-09 13:30:00
3391,2024-12-09 14:30:00
3392,2024-12-09 15:30:00
3393,2024-12-10 09:30:00
3394,2024-12-10 10:30:00
3395,2024-12-10 11:30:00
3396,2024-12-10 12:30:00
3397,2024-12-10 13:30:00
3398,2024-12-10 14:30:00
3399,2024-12-10 15:30:00
3400,2024-12-11 09:30:00
3401,2024-12-11 10:30:00
3402,2024-12-11 11:30:00
3403,2024-12-11 12:30:00
3404,2024-12-11 13:30:00
3405,2024-12-11 14:30:00
3406,2024-12-11 15:30:00
3407,2024-12-12 09:30:00
3408,2024-12-12 10:30:00
3409,2024-12-12 11:30:00
3410,2024-12-12 12:30:00
3411,2024-12-12 13:30:00
3412,2024-12-12 14:30:00
3413,2024-12-12 15:30:00
3414,2024-12-13 09:30:00
3415,2024-12-13 10:30:00
3416,2024-12-13 11:30:00
3417,2024-12-13 12:30:00
3418,2024-12-13 13:30:00
3419,2024-12-13 14:30:00
3420,2024-12-13 15:30:00
3421,2024-12-16 09:30:00
3422,2024-12-16 10:30:00
3423,2024-12-16 11:30:00
3424,2024-12-16 12:30:00
3425,2024-12-16 13:30:00
3426,2024-12-16 14:30:00
3427,2024-12-16 15:30:00
3428,2024-12-17 09:30:00
3429,2024-12-17 10:30:00
3430,2024-12-17 11:30:00
3431,2024-12-17 12:30:00
3432,2024-12-17 13:30:00
3433,2024-12-17 14:30:00
3434,2024-12-17 15:30:00
3435,2024-12-18 09:30:00
3436,2024-12-18 10:30:00
3437,2024-12-18 11:30:00
3438,2024-12-18 12:30:00
3439,2024-12-18 13:30:00
3440,2024-12-18 14:30:00
3441,2024-12-18 15:30:00
3442,2024-12-19 09:30:00
3443,2024-12-19 10:30:00
3444,2024-12-19 11:30:00
3445,2024-12-19 12:30:00
3446,2024-12-19 13:30:00
3447,2024-12-19 14:30:00
3448,2024-12-19 15:30:00
3449,2024-12-20 09:30:00
3450,2024-12-20 10:30:00
3451,2024-12-20 11:30:00
3452,2024-12-20 12:30:00
3453,2024-12-20 13:30:00
3454,2024-12-20 14:30:00
3455,2024-12-20 15:30:00
3456,2024-12-23 09:30:00
3457,2024-12-23 10:30:00
3458,2024-12-23 11:30:00
3459,2024-12-23 12:30:00
3460,2024-12-23 13:30:00
3461,2024-12-23 14:30:00
3462,2024-12-23 15:30:00
